"dam_ID","dam_name","dam_height","storage","file","permit","water_right","river","basin","county","wm_district","wm_region","meridian","township","township_char","range","range_char","sctn","latitude","longitude","last_inspection","next_inspection","hazard","download_date"
"OR00161","Dick Dam",28,200,"D-10","R-867","Cert:28809 OR *","Lost Creek",5,"CROO",11,"SC REGION","WM",16,"S",20,"E",28,44.15433883,-120.31316375,"08/24/2015",2018,"Significant","5/20/2017"
"OR00162","Lower Twelvemile (Buker Res)",23,180,"T-9b","R-869","Cert:38398 OR *","Twelve Mile Creek",5,"CROO",11,"SC REGION","WM",19,"S",24,"E",12,43.94266891,-119.78366088,"06/20/2012",2018,"Low","5/20/2017"
"OR00163","Lillard Dam",26,840,"L-3","R-870","Cert:38333 OR *","Twelve Mile Creek, South Fork",5,"CROO",11,"SC REGION","WM",19,"S",24,"E",28,43.89471054,-119.85218048,"05/13/2011",2017,"Low","5/20/2017"
"OR00164","Echave Reservoir (Malheur)",34,122,"E-7","R-871","Cert:22263 OR *","Jackson Creek",11,"MALH",9,"E REGION","WM",39,"S",43,"E",5,42.21912002,-117.70758056,"08/28/2012",2018,"Low","5/20/2017"
"OR00165","GEORGIA PACIFIC LOG POND",11,237,"LP-55",,"Cert:17312 OR *","Camas Swale",16,"DOUG",15,"SW REGION","WM",25,"S",5,"W",20,43.37641906,-123.32346343,"07/23/2010",2016,"Low","5/20/2017"
"OR00167","MILLER RESERVOIR (HARNEY)",48,362,"M-13",,"Cert:21418 OR *","Gould Creek",10,"HARN",10,"E REGION","WM",20,"S",33.5,"E",10,43.84608078,-118.62996673,"04/28/2015",2021,"Low","5/20/2017"
"OR00168","Oakridge Mill Log Pond",13,380,"LP-24","R-882","Cert:29539 OR *","Salt Creek",2,"LANE",2,"NW REGION","WM",21,"S",3,"E",15,43.73738098,-122.44303894,"08/13/2013",2019,"Low","5/20/2017"
"OR00170","Rock Quarry Canyon Dam",27,560,"R-9","R-899","Cert:26831 OR *","Rock Quarry Canyon",12,"HARN",10,"E REGION","WM",23,"S",27,"E",27,43.55062103,-119.46015167,"07/15/2014",2020,"Low","5/20/2017"
"OR00171","FITZGERALD RESERVOIR",25,140,"F-41",,"Cert:22114 OR *","Colvin Creek, North Fork",13,"LAKE",12,"SC REGION","WM",35,"S",22,"E",33,42.48805999,-120.13166809,"NSI","NSI","Low","5/20/2017"
"OR00172","EASTERDAY RESERVOIR",14,1243,"E-9",,"Cert:20177 OR *","Granite Creek",10,"MALH",9,"E REGION","WM",24,"S",38,"E",1,43.52053833,-118.00624847,"08/23/2011",2017,"Low","5/20/2017"
"OR00173","MORTIMER CANYON DAM",30,300,"M-17",,"Cert:21133 OR *","Mortimer Canyon Creek",12,"HARN",10,"E REGION","WM",22,"S",32,"E",21,43.64498138,-118.76943969,"08/04/2009",2015,"Low","5/20/2017"
"OR00174","Guano Canyon Dam (Harney)",19,1500,"G-13","R-922","Cert:32654 OR *","Guano Creek",12,"HARN",10,"E REGION","WM",35,"S",29,"E",22,42.53015899,-119.30220794,"08/15/2013",2018,"Low","5/20/2017"
"OR00175","Mosley Reservoir",20,260,"M-11","R-923","Cert:31021 OR *","Pine Creek, Trib to",9,"BAKE",8,"E REGION","WM",7,"S",46,"E",28,44.93450927,-117.09152984,"04/02/2015",2021,"Low","5/20/2017"
"OR00176","CHAPMAN UPPER",15,500,"C-20A",,"Cert:27854 OR *","Granite Creek, Trib to",10,"MALH",9,"E REGION","WM",24,"S",38,"E",22,43.47026062,-118.03582,"05/19/2016",2022,"Low","5/20/2017"
"OR00177","Lofton Dam",60,387,"L-4","R-930","Cert:36700 OR *","Rowe Creek",6,"WHEE",21,"NC REGION","WM",9,"S",21,"E",11,44.80418014,-120.17645263,"04/05/2011",2017,"Low","5/20/2017"
"OR00178","Dickson Reservoir",45,145,"D-11","R-931","Cert:53163 OR *","High Horn Creek",10,"MALH",9,"E REGION","WM",15,"S",38,"E",12,44.27251815,-118.00251007,"08/23/2012",2018,"Low","5/20/2017"
"OR00179","Willards Pool",39,680,"W-17","R-948","Cert:20906 OR *","Powers Creek",2,"MARI",16,"NW REGION","WM",7,"S",1,"E",15,44.95864105,-122.68067169,"08/14/2012",2018,"Low","5/20/2017"
"OR00180","Wilson Lake Dam (Klamath)",15,620,"W-56","R-4484","Cert:38819 OR *","Miller Creek, Trib to",14,"KLAM",17,"SC REGION","WM",38,"S",14,"E",17,42.27341842,-121.08638763,"11/04/2010",2016,"Low","5/20/2017"
"OR00181","Kern Brothers Dam (Harney)",51,2700,"K-7","R-959","Cert:33720 OR *","Dry Krumbo Creek",12,"HARN",10,"E REGION","WM",30,"S",32,"E",32,42.91796112,-118.78336334,"08/15/2013",2019,"Low","5/20/2017"
"OR00182","Stallard Dam",35,260,"S-16","R-964","Cert:30876 CR *","Otis Creek",10,"HARN",10,"E REGION","WM",19,"S",35,"E",22,43.8913002,-118.38298034,"10/01/2012",2018,"Low","5/20/2017"
"OR00183","Hult Log Storage Pond",34,481,"LP-14","R-965","Cert:79437 CF *","Upper Lake Creek",18,"LANE",2,"NW REGION","WM",15,"S",7,"W",26,44.2402687,-123.49481964,"NSI","NSI","High","5/20/2017"
"OR00184","WITHERS DAM",20,50,"W-76",,,"Withers Creek",13,"LAKE",12,"SC REGION","WM",33,"S",17,"E",28,42.68059921,-120.70182037,"07/14/2011",2017,"Low","5/20/2017"
"OR00186","THREE MILE FLAT RESERVOIR",25,1351,"W-20C",,"Cert:31257 OR *","Dry Wash",14,"KLAM",17,"SC REGION","WM",41,"S",14,"E",3,42.03939056,-121.16522216,"07/26/2011",2017,"Low","5/20/2017"
"OR00187","SUGARLOAF RESERVOIR",27,270,"S-21",,"Cert:26284 OR *","Elk Creek, Trib to",9,"BAKE",8,"E REGION","WM",6,"S",46,"E",5,45.06830978,-117.11463165,"07/11/2014",2020,"Low","5/20/2017"
"OR00188","Vane Ranch Reservoir",32,75,"V-2","R-990","Cert:20604 OR *","Birch Creek",10,"MALH",9,"E REGION","WM",15,"S",44,"E",13,44.26382064,-117.26828002,"09/19/2012",2018,"Low","5/20/2017"
"OR00189","Ketchum",34.5,160,"K-20","R-3131","Cert:32494 OR *",,4,"HOOD",3,"NC REGION","WM",1,"N",11,"E",33,45.5326004,-121.43955993,"10/11/2013",2019,"Low","5/20/2017"
"OR00191","Pine Creek Dam (Crook)",35,80,"P-13","R-1001","Cert:31944 OR *","Pine Creek",5,"CROO",11,"SC REGION","WM",17,"S",19,"E",13,44.09637832,-120.39508056,"01/27/2011",2017,"Low","5/20/2017"
"OR00192","MCFALL, JOHN RESERVOIR",21,120,"M-19",,"Cert:27339 OR *","Wright Creek",14,"KLAM",17,"SC REGION","WM",40,"S",12,"E",11,42.1126213,-121.38471221,"11/28/2012",2018,"Low","5/20/2017"
"OR00193","N. Fk. Indian Creek Reservoir",51,700,"I-2","R-1004","Cert:33453 OR *","North Fork Indian Creek",10,"MALH",9,"E REGION","WM",18,"S",39,"E",3,44.03292083,-117.91651916,"09/17/2012",2018,"Low","5/20/2017"
"OR00194","Murphy Dam",60,1203,"G-3","R-1005","Cert:27026 OR *","Bendire Creek",10,"MALH",9,"E REGION","WM",18,"S",38,"E",19,43.98606109,-118.09191131,"07/21/2015",2021,"Low","5/20/2017"
"OR00195","FLYNN RESERVOIR",16,252,"F-36",,"Cert:27138 OR *","Mapes Creek",13,"LAKE",12,"SC REGION","WM",38,"S",22,"E",13,42.27777862,-120.06999969,"08/05/2011",2017,"Low","5/20/2017"
"OR00196","Laird Reservoir",21,67,"L-5","R-11769","Cert:86086 OR *","Sag Creek",9,"BAKE",8,"E REGION","WM",8,"S",46,"E",28,44.83892059,-117.09156036,"03/24/2015",2021,"Low","5/20/2017"
"OR00197","SUN STUDS LOG POND",16,80,"LP-35",,"Cert:22126 OR *","South Umpqua River",16,"DOUG",15,"SW REGION","WM",27,"S",6,"W",35,43.18333435,-123.3666687,"10/28/2014",2017,"Significant","5/20/2017"
"OR00198","Vaughn Log Pond",12,132,"LP-17","R-1041","Cert:91253 CF *;Cert:91253 CF *","Noti Creek",2,"LANE",2,"NW REGION","WM",18,"S",6,"W",8,44.02251052,-123.43611145,"08/08/2013",2016,"Significant","5/20/2017"
"OR00200","PONY CREEK - UPPER",77,6245,"P-14",,"Permit: R  12870 *","Pony Creek",17,"COOS",19,"SW REGION","WM",25,"S",13,"W",28,43.36841964,-124.2576065,"10/03/2016",2017,"High","5/20/2017"
"OR00201","MYRTLE PT. VENEER COMPANY LOG POND",10,80,"NID-50",,"Cert:22993 OR *","Coquille River",17,"COOS",19,"SW REGION","WM",28,"S",12,"W",32,43.09666824,-124.15333557,"07/01/1988",0,"Low","5/20/2017"
"OR00202","JOHNSON LOG SORTING POND",11,491,"LP-3",,"Cert:22795 OR *","Coquille River",17,"COOS",19,"SW REGION","WM",28,"S",13,"W",24,43.13164901,-124.19046783,"01/16/2009",2015,"Low","5/20/2017"
"OR00203","LITTLE RIVER LOG POND",17,253,"LP-18",,"Cert:20642 OR *","Little River",16,"DOUG",15,"SW REGION","WM",26,"S",3,"W",29,43.28102874,-123.09017181,"08/16/1991",2017,"Low","5/20/2017"
"OR00204","Gardener Reservoir",65,142,"G-16","R-1087","Cert:24601 OR *","Long Branch, South Fork",15,"JACK",13,"SW REGION","WM",36,"S",2,"E",16,42.43764114,-122.58307647,"04/22/2015",2018,"Significant","5/20/2017"
"OR00207","OBENCHAIN RESERVOIR",26,1100,"O-7",,"Cert:40660 OR *","Rock & Fritz Creeks",14,"KLAM",17,"SC REGION","WM",36,"S",14,"E",12,42.46855163,-121.00447845,"08/02/2016",2022,"Low","5/20/2017"
"OR00208","Logan Butte Reservoir",36,330,"L-8","R-1102","Cert:28551 OR *","Middle Fork Camp Creek",5,"CROO",11,"SC REGION","WM",19,"S",20,"E",15,43.92253875,-120.31584167,"01/09/2013",2019,"Low","5/20/2017"
"OR00209","Miller Reservoir (Wasco)",30,106,"M-22","R-1104","Cert:24275 OR *","Unnamed Trib/White River",5,"WASC",3,"NC REGION","WM",5,"S",11,"E",12,45.14994049,-121.37268829,"05/15/2013",2019,"Low","5/20/2017"
"OR00210","SKOOKUM LAKE RESERVOIR",40,700,"S-63",,"Permit: R  4532 *","Fawcett Creek",1,"TILL",1,"NW REGION","WM",2,"S",8,"W",19,45.3742218,-123.70700836,"07/21/2016",2017,"High","5/20/2017"
"OR00211","FISH LAKE (BAKER)",22,825,"F-4",,"Cert:35414 OR *","Lake Fork Creek",9,"BAKE",8,"E REGION","WM",6,"S",46,"E",16,45.04489898,-117.087677,"10/05/2012",2018,"Low","5/20/2017"
"OR00212","WILLOW CREEK DAM (JACKSON)",54,10000,"W-29",,,"Willow & Four Bit Creeks",15,"JACK",13,"SW REGION","WM",35,"S",3,"E",34,42.47919082,-122.44938659,"07/07/2016",2017,"High","5/20/2017"
"OR00213","Bonnie View Dam",38,750,"B-19","R-6551","Cert:50268 OR *","Horse Heaven Creek",5,"CROO",11,"SC REGION","WM",16,"S",19,"E",16,44.188591,-120.45384216,"07/23/2015",2018,"Significant","5/20/2017"
"OR00215","CORDER LOG POND",12,56,"LP-4",,"Cert:22799 OR *","Judd Creek",16,"DOUG",15,"SW REGION","WM",30,"S",6,"W",12,42.97153091,-123.35614013,"12/13/2016",2022,"Low","5/20/2017"
"OR00216","KUEHNE DAM",38,110,"K-10",,"Cert:23948 OR *","Chehalem Creek, Trib to",2,"YAMH",16,"NW REGION","WM",3,"S",3,"W",20,45.29838943,-123.08116912,"02/23/2016",2019,"Significant","5/20/2017"
"OR00217","Evans Reservoir (Wasco)",13,135,"E-11","R-1160","Cert:24735 OR *","Dry Fork Three Mile Creek",4,"WASC",3,"NC REGION","WM",1,"S",12,"E",4,45.51488113,-121.30236816,"11/06/2012",2018,"Low","5/20/2017"
"OR00218","GRIZZLEY CREEK RESERVOIR NO. 2",10,360,"G-17B",,"Cert:75586 CF *","North Fork Grizzley Creek",14,"JACK",13,"SW REGION","WM",38,"S",4,"E",6,42.29378128,-122.40357208,"08/22/2008",2014,"Low","5/20/2017"
"OR00219","KIVETT 3",26,45,"K-29C",,"Cert:29938 OR *","Birch Creek",10,"BAKE",9,"E REGION","WM",14,"S",43,"E",15,44.34775161,-117.43045806,"10/03/2012",2018,"Low","5/20/2017"
"OR00220","WOLF CREEK RESERVOIR",125,12000,"W-62",,"Permit: R  5776 *","Wolf Creek and Anthony Creek",9,"UNIO",8,"E REGION","WM",6,"S",38,"E",11,45.0523796,-118.01889801,"06/15/2016",2017,"High","5/20/2017"
"OR00221","Jones Reservoir",21,160,"J-6","R-1178","Cert:27646 OR *","Duck Creek/Trib Wolf Creek",10,"HARN",10,"E REGION","WM",18,"S",33.5,"E",33,43.96974182,-118.65303039,"05/18/2012",2018,"Low","5/20/2017"
"OR00222","YANKEE RESERVOIR (GARDENER RESERVOIR)",55,1100,"Y-6",,"Cert:23529 OR *","Yankee Creek",15,"JACK",13,"SW REGION","WM",36,"S",1,"E",28,42.41154861,-122.7158966,"10/19/2016",2017,"High","5/20/2017"
"OR00223","FORT CREEK RESERVOIR",20,300,"F-13",,"Cert:31529 OR *","Fort Creek",6,"WHEE",4,"NC REGION","WM",12,"S",24,"E",19,44.50875091,-119.88385009,"05/08/2013",2019,"Low","5/20/2017"
"OR00225","BIG CREEK RESERVOIR #1 (LOWER)",21,272,"B-28A",,"Cert:21358 OR *","Big Creek",18,"LINC",1,"NW REGION","WM",10,"S",11,"W",33,44.65491104,-124.04379272,"02/01/2017",2018,"High","5/20/2017"
"OR00226","WIDMAN RESERVOIR",30,100,"W-31",,"Cert:83992 CF *","West Fork Love Creek",9,"BAKE",8,"E REGION","WM",9,"S",43,"E",27,44.7509613,-117.43492889,"04/29/2016",2022,"Low","5/20/2017"
"OR00227","STAR CREEK",25,160,"S-25",,"Cert:27858 OR *","Star Creek",10,"MALH",9,"E REGION","WM",25,"S",39,"E",8,43.41807937,-117.96405792,"08/23/2011",2017,"Low","5/20/2017"
"OR00228","Chickahominy Reservoir",36,9000,"C-35","R-1256","Cert:39832 CF *","Chickahominy Creek",12,"HARN",10,"E REGION","WM",23,"S",26,"E",28,43.54447937,-119.6135025,"07/15/2014",2017,"Significant","5/20/2017"
"OR00229","Cole and Forrester",35,122,"C-36","R-1275","Cert:22134 OR *","Unnamed",2,"YAMH",16,"NW REGION","WM",4,"S",3,"W",8,45.23366165,-123.0923767,"02/10/2009",2015,"Low","5/20/2017"
"OR00231","HICKORY HILL FARM",29,65,"H-13",,"Cert:21583 OR *","Unnamed Branch of Chehalem Creek",2,"YAMH",16,"NW REGION","WM",3,"S",3,"W",16,45.31699444,-123.06178333,"02/26/2016",2019,"Significant","5/20/2017"
"OR00232","JOHNSON CREEK RESERVOIR (CROOK)",44,430,"J-5",,"Cert:28811 OR *","Johnson Creek",5,"CROO",11,"SC REGION","WM",14,"S",16,"E",24,44.34186935,-120.75550842,"03/15/2017",2017,"High","5/20/2017"
"OR00233","Griffin Creek Dam",44,600,"G-15","R-1312","Cert:26570 OR *","Griffin Creek",10,"HARN",10,"E REGION","WM",19,"S",34,"E",28,43.88653945,-118.54120635,"10/17/2013",2016,"Significant","5/20/2017"
"OR00234","Piute Reservoir",40,1250,"P-15","R-1330","Cert:34049 OR *","Piute Creek",12,"LAKE",10,"E REGION","WM",40,"S",27,"E",29,42.06832122,-119.55758666,"NSI","NSI","Low","5/20/2017"
"OR00235","Little Willow Creek Reservoir",43,1140,"W-14","R-1333","Cert:36063 OR *","Little Willow Creek",5,"JEFF",11,"SC REGION","WM",11,"S",15,"E",12,44.62828826,-120.87194061,"05/27/2014",2020,"Low","5/20/2017"
"OR00236","FOX RESERVOIR",25,120,"F-14",,"Cert:22433 OR *","Drift Creek, Trib to",2,"MARI",16,"NW REGION","WM",7,"S",1,"E",31,44.91439819,-122.72676849,"02/15/2013",2019,"Low","5/20/2017"
"OR00237","OSWEGO LAKE DAM",32,9800,"O-19",,"Cert:29248 OR *","Tualatin River (offstream)",2,"CLAC",18,"NW REGION","WM",2,"S",1,"E",10,45.41025161,-122.66795349,"02/15/2017",2020,"Significant","5/20/2017"
"OR00239","POLE CREEK",58,2200,"P-9",,"Cert:63622 OR *","Pole & Blacks Creek",10,"MALH",9,"E REGION","WM",15,"S",42,"E",22,44.25166702,-117.55333709,"06/14/2016",2017,"High","5/20/2017"
"OR00240","Harpold Reservoir",58,750,"H-51","R-1368","Cert:27349 OR *","Wright Creek",14,"KLAM",17,"SC REGION","WM",40,"S",12,"E",13,42.10166549,-121.34999847,"10/21/2014",2020,"Low","5/20/2017"
"OR00241","Brewer Reservoir (Jefferson)",30,1900,"B-88","R-1376","Cert:36065 OR *","Hay Creek",5,"JEFF",11,"SC REGION","WM",11,"S",15,"E",22,44.59732818,-120.92703247,"05/27/2014",2017,"Significant","5/20/2017"
"OR00242","Kluchman Creek Dam",35,90,"K-9","R-1378","Cert:29101 OR *","Kluchman Creek",5,"CROO",11,"SC REGION","WM",18,"S",19,"E",20,43.99274826,-120.46492767,"08/13/2013",2017,"Low","5/20/2017"
"OR00243","ALBERTSON RESERVOIR (LAKE)",28,1600,"A-8",,"Cert:28861 OR *","Willow Creek, North Fork of",14,"LAKE",12,"SC REGION","WM",41,"S",16,"E",3,42.04264831,-120.80534362,"08/12/2015",2021,"Low","5/20/2017"
"OR00245","Faraday Forebay",44,675,"F-40","HE-203",,"Clackamas River",2,"CLAC",20,"NW REGION","WM",3,"S",4,"E",33,45.25186157,-122.29872894,"NSI","NSI","High","5/20/2017"
"OR00246","WALCH DAM",65,1300,"W-34",,"Cert:34354 OR *","Indian & Dyer Creeks+Bear Gulc",15,"JACK",13,"SW REGION","WM",34,"S",1,"E",20,42.6020317,-122.72956848,"06/22/2010",2016,"Low","5/20/2017"
"OR00247","STANLEY, CHARLES W. RESERVOIR",41,380,"S-31",,"Cert:31447 OR *","Little Butte Creek, Trib to",15,"JACK",13,"SW REGION","WM",36,"S",1,"E",12,42.45602035,-122.65215301,"07/06/2016",2022,"Low","5/20/2017"
"OR00248","FISHER-JOE RESERVOIR",51,700,"F-11",,"Cert:22145 OR *","Lytle Creek",5,"CROO",11,"SC REGION","WM",13,"S",15,"E",26,44.41186904,-120.90238189,"03/15/2017",2017,"High","5/20/2017"
"OR00249","BOOTH KELLY LUMBER POND (LAGOON)",10,144,"LP-1",,"Cert:23952 OR *","Mosby Creek",2,"LANE",2,"NW REGION","WM",22,"S",2,"W",9,43.67486953,-122.94487762,"05/26/2016",2022,"Low","5/20/2017"
"OR00250","HELLS CANYON DAM",320,200000,"H-6",,"App: HE 189 *","Snake River",8,"WALL",6,"E REGION","WM",4,"S",49,"E",4,45.24303817,-116.70121002,"NSI","NSI","High","5/20/2017"
"OR00251","Ford Farms Reservoir",22,60,"F-15","R-1516","Cert:33936 OR *","Coyote Creek",2,"LANE",2,"NW REGION","WM",18,"S",5,"W",22,43.99066162,-123.28137969,"05/22/2013",2016,"Significant","5/20/2017"
"OR00252","BURKHALTER #2",12,67,"B-84",,"Cert:23170 OR *","Tualatin River, Trib to (offst",2,"WASH",18,"NW REGION","WM",1,"S",2,"W",19,45.46442031,-122.99128723,"04/01/2016",2019,"Significant","5/20/2017"
"OR00253","BLEVIN DAM",23,550,"B-17",,"Cert:38169 OR *","Dry Creek",11,"MALH",9,"E REGION","WM",33,"S",42,"E",16,42.68632888,-117.56102752,"08/01/2011",2017,"Low","5/20/2017"
"OR00254","ROCK HOUSE RESERVOIR (MALHEUR)",22,391,"R-38",,"Cert:38170 OR *","Dry Creek",11,"MALH",9,"E REGION","WM",33,"S",42,"E",5,42.7052803,-117.57306671,"08/01/2011",2017,"Low","5/20/2017"
"OR00256","ODELL, BEN",14,254,"O-27",,"Cert:21857 OR *","Black Canyon Creek",11,"MALH",9,"E REGION","WM",26,"S",42,"E",29,43.27951812,-117.60610198,"06/16/2012",2018,"Low","5/20/2017"
"OR00257","Fritz Reservoir",18,180,"F-19","R-1553","Cert:31367 OR *","Fritz Creek",14,"KLAM",17,"SC REGION","WM",36,"S",14,"E",15,42.44712066,-121.04151916,"11/04/2010",2016,"Low","5/20/2017"
"OR00258","OXBOW HYDRO DAM",205,58200,"O-6",,"App: HE 161 *","SNAKE RIVER",,"BAKE",8,"E REGION","WM",7,"S",48,"E",9,44.97037124,-116.83512115,"NSI","NSI","High","5/20/2017"
"OR00259","Buether Upper Reservoir",36,60,"B-30a","R-1567","Cert:26137 OR *","Cottonwood Canyon",5,"SHER",3,"NC REGION","WM",3,"S",16,"E",33,45.26581954,-120.82116699,"12/08/2015",2021,"Low","5/20/2017"
"OR00260","Ettinger Pond",16,65,"E-15","R-1570","Cert:26750 OR *","Gordon Creek",2,"WASH",18,"NW REGION","WM",1,"S",2,"W",16,45.48862075,-122.93006134,"02/20/2014",2017,"Significant","5/20/2017"
"OR00261","King Reservoir",25,300,"K-14","R-1575","Cert:26850 OR *","Camp Creek",5,"CROO",11,"SC REGION","WM",13,"S",20,"E",21,44.43680953,-120.33728027,"NSI","NSI","Significant","5/20/2017"
"OR00262","Dober Reservoir",23,106,"D-28","R-10505","Cert:63320 OR *","Davis Creek",2,"WASH",18,"NW REGION","WM",1,"S",3,"W",26,45.46109008,-123.03076171,"01/30/2013",2016,"Significant","5/20/2017"
"OR00263","WINCHESTER DAM",17,700,"W-1A",,,"North Umpqua River",16,"DOUG",15,"SW REGION","WM",26,"S",6,"W",24,43.28398895,-123.35392761,"10/19/2016",2017,"High","5/20/2017"
"OR00265","Rock Creek Lake (Wheeler)",45,2600,"R-7","R-1635","Cert:37253 OR *","Rock Creek - West Fork",6,"WHEE",4,"NC REGION","WM",13,"S",24,"E",22,44.42675018,-119.82639312,"05/08/2013",2019,"Low","5/20/2017"
"OR00266","Neil Creek Reservoir",37,81,"E-12","R-1639","Cert:26235 OR *","Neil Creek",2,"MARI",16,"NW REGION","WM",9,"S",3,"W",3,44.81483078,-123.03263092,"05/24/2012",2015,"Significant","5/20/2017"
"OR00267","Walterville Pumped S. Pond",12,390,"W-30b","R-1640","Cert:27663 OR *","McKenzie River & Jameson Creek",2,"LANE",2,"NW REGION","WM",17,"S",1,"W",21,44.0688591,-122.81511688,"NSI","NSI","High","5/20/2017"
"OR00268","SMYTH S CREEK DAM",23.5,160,"S-37",,"Cert:26237 OR *","Smyth s Creek",12,"HARN",10,"E REGION","WM",29,"S",33,"E",13,43.05780029,-118.60147094,"05/22/2012",2018,"Low","5/20/2017"
"OR00269","WHEATON CREEK RESERVOIR",12,82,"W-23",,"Cert:26857 OR *","Wheaton Creek",10,"MALH",9,"E REGION","WM",16,"S",39,"E",25,44.15142059,-117.87435913,"08/23/2012",2018,"Low","5/20/2017"
"OR00271","BUMP FARM RESERVOIR",38,97,"B-35",,"Cert:31922 OR *","East Dairy Creek, Trib to",2,"WASH",18,"NW REGION","WM",3,"N",3,"W",29,45.71403121,-123.08497619,"10/25/2016",2022,"Low","5/20/2017"
"OR00273","Silver Falls Log Pond (Marion)",14,68,"LP-47","R-1666","Cert:28248 OR *","Abiqua Creek, Trib to",2,"MARI",16,"NW REGION","WM",6,"S",1,"W",26,45.02166748,-122.77999877,"03/03/2012",2018,"Low","5/20/2017"
"OR00274","SUTHERLIN MILL (FORDS POND)",18,1040,"LP-34",,"Cert:87889 CF *","Calapooya Creek",16,"DOUG",15,"SW REGION","WM",25,"S",6,"W",13,43.39577865,-123.36907958,"10/28/2014",2020,"Low","5/20/2017"
"OR00276","Wickiup Reservoir (USBR)",100,216500,"W-10","R-1677","Cert:51229 OR *","Deschutes River",5,"DESC",11,"SC REGION","WM",22,"S",9,"E",7,43.68404006,-121.68927001,"NSI","NSI","High","5/20/2017"
"OR00277","GREASER LAKE RESERVOIR",10,20000,"G-21",,"Cert:80716 OR *","Twenty Mile Creek",13,"LAKE",12,"SC REGION","WM",39,"S",25,"E",17,42.18466186,-119.81166839,"10/28/2015",2021,"Low","5/20/2017"
"OR00278","Nelson Reservoir No. 1",34,92,"N-7","R-1683","Cert:36284 OR *","Coal Mine Creek",15,"JACK",13,"SW REGION","WM",37,"S",1,"W",10,42.37218856,-122.80326843,"02/02/2012",2018,"Low","5/20/2017"
"OR00279","Crane Prairie",32,82300,"C-8","R-1687","Cert:76685 CF *","West Fork Deschutes River",5,"DESC",11,"SC REGION","WM",21,"S",8,"E",16,43.75513839,-121.7847824,"NSI","NSI","High","5/20/2017"
"OR00281","ACME TIMBER COMPANY MILL POND",28,280,"LP-81",,"Cert:23373 OR *","Bull Creek",2,"CLAC",20,"NW REGION","WM",5,"S",6,"E",34,45.0920906,-122.06710815,"NSI","NSI","Low","5/20/2017"
"OR00282","Hatfield (Spaulding)",33,29,"H-16","R-1729","Cert:28981 OR *","South Fork Cambell Creek",2,"WASH",18,"NW REGION","WM",2,"S",3,"W",2,45.42869186,-123.01938629,"09/23/2005",2011,"Low","5/20/2017"
"OR00283","Wilson Reservoir No. 1",32,100,"W-25","R-1731","Cert:31108 OR *","Bronx Canyon",5,"SHER",3,"NC REGION","WM",4,"S",17,"E",29,45.18748855,-120.72422027,"09/21/2011",2017,"Low","5/20/2017"
"OR00284","BARNES BUTTE RESERVOIR",28,420,"B-38",,"Cert:28815 OR *","Trib to Ochoco Creek",5,"CROO",11,"SC REGION","WM",14,"S",16,"E",28,44.3266716,-120.82611846,"03/15/2017",2017,"High","5/20/2017"
"OR00285","Oregon End Dam",16,250,"O-9","R-1736",,"Rincon Creek",12,"HARN",10,"E REGION","WM",40,"S",33,"E",35,42.05027008,-118.80171203,"09/07/2012",2018,"Low","5/20/2017"
"OR00286","Skou Reservoir",20,114,"S-45","R-1744","Cert:28332 OR *","Run-Off from Upper Table Rock",15,"JACK",13,"SW REGION","WM",35,"S",2,"W",26,42.49222183,-122.91596984,"09/04/2014",2020,"Significant","5/20/2017"
"OR00287","Haystack Equalizing Pond",91,7280,"H-26","R-1754","Cert:51230 OR *","Deschutes River",5,"JEFF",11,"SC REGION","WM",12,"S",13,"E",27,44.49898147,-121.15532684,"NSI","NSI","High","5/20/2017"
"OR00289","WALKER (BRYAN CREEK)",35,209,"W-27",,"Cert:89666 OR *","Bryan Creek",2,"YAMH",16,"NW REGION","WM",3,"S",3,"W",2,45.33666992,-123.02738189,"02/23/2016",2019,"Significant","5/20/2017"
"OR00292","Antelope Dam",16,1400,"A-4","R-1804","Cert:28680 OR *","Antelope Creek",14,"KLAM",17,"SC REGION","WM",41,"S",14.5,"E",2,42.04774856,-121.02288055,"08/12/2015",2021,"Low","5/20/2017"
"OR00293","SHAW DAM AND DIKES (UNION)",48,504,"S-43",,"Cert:31811 OR *","Little, Dry, & Gussie Creeks,Trib/Powder",9,"UNIO",8,"E REGION","WM",5,"S",39,"E",31,45.09447097,-117.99131774,"04/20/2017",2023,"Low","5/20/2017"
"OR00294","THOMPSON (BENTON)",41,450,"T-19",,"Cert:22296 OR *","Bark Creek",2,"BENT",16,"NW REGION","WM",12,"S",7,"W",6,44.55944061,-123.58155059,"03/16/2011",2014,"Significant","5/20/2017"
"OR00295","WOOLFOLK RESERVOIR",47,700,"W-37",,,"School House Creek",15,"JACK",13,"SW REGION","WM",35,"S",1,"E",34,42.47777938,-122.69753265,"06/07/2016",2019,"Significant","5/20/2017"
