dam_ID,dam_name,dam_height,storage,file,permit,water_right,exempt_category,river,basin,county,wm_district,wm_region,meridian,township,township_char,range,range_char,sctn,latitude,longitude,last_inspection_state,next_inspection,hazard
OR02298,"Lower Fort Creek, Reservoir",10,22.49,L-26,R-7873,Cert:76877 CR *,FEDERAL,"Owyhee River, Trib to",11,MALH,9,E REGION,WM,28,S,41,E,1,43.17057037,-117.64987945,,,L
OR02313,Lynde Reservoir,10,30,L-20,R-1537,Cert:27446 OR *,,Dry Creek,11,MALH,9,E REGION,WM,31,S,42,E,3,42.89902114,-117.56271362,2012-08-28,2018,L
OR02331,Marcott Reservoir,21,24.3,M-16,R-5548,Cert:45555 OR *,,,2,MARI,16,NW REGION,WM,8,S,1,E,5,44.8996582,-122.71513366,2015-09-28,2021,L
OR02340,"Marx, Emil #2",20,35,M-71,R-4903,Cert:42843 OR *,,,2,POLK,16,NW REGION,WM,7,S,4,W,4,44.98741944,-123.18741944,2012-07-25,2018,L
OR02348,McBride Reservoir,22,40,M-23,R-1110,Cert:21704 OR *,,Birch Creek,10,MALH,9,E REGION,WM,15,S,45,E,9,44.27671051,-117.21665191,2012-06-21,2018,L
OR02355,McComas Dam,17,23,M-33,R-1755,Cert:28557 OR *,Small,,16,DOUG,15,SW REGION,WM,27,S,7,W,13,43.21437072,-123.47834777,2009-12-03,,L
OR02356,McCormick Reservoir,24,38,M-26,R-1398,Cert:28666 OR *,,"Rogue River, Trib to",15,JACK,13,SW REGION,WM,36,S,2,W,29,42.40925979,-122.96951293,2014-10-29,2017,S
OR02369,McFarland Reservoir,14,13,M-105,R-8179,Cert:58447 OR *,,"Tualatin River, Trib to",2,WASH,18,NW REGION,WM,2,S,1,W,6,45.42934036,-122.86344909,2013-11-14,2018,L
OR02374,McNulty Reservoir,14.4,42.7,M-110,R-8731,Cert:79123 OR *,FEDERAL,Juniper Creek,11,MALH,9,E REGION,WM,25,S,41,E,24,43.38333511,-117.65833282,,,L
OR02382,Merlin Seed Orchard,16,11.5,M-15,R-5413,Cert:88657 CF *,FEDERAL,,15,JOSE,14,SW REGION,WM,35,S,6,W,9,42.54270935,-123.41710662,,,L
OR02389,Metropolitan Wastewater Lagoon,15,224,LG-59,R-9852,Cert:65037 OR *,,Wastewater,2,LANE,2,NW REGION,WM,16,S,4,W,34,44.14200973,-123.16671752,2010-11-22,2016,L
OR02394,Middle Chimney Creek,15,9.3,M-21,R-5191,Cert:74452 CR *,FEDERAL,,11,MALH,9,E REGION,WM,35,S,42,E,33,42.4535408,-117.55339813,,,L
OR02396,Middle Fence Reservoir,18.9,9.2,M-30,R-8760,Cert:79132 OR *,FEDERAL,"Keeney Creek, Trib to",10,MALH,9,E REGION,WM,22,S,42,E,31,43.61011123,-117.62767791,,,L
OR02406,Koennecke Mill Pond,10,40,LP-13,R-1917,Inchoate: T  11049 CF (REG) *,,McKay Creek,2,WASH,18,NW REGION,WM,1,N,2,W,7,45.58742904,-122.98380279,2010-10-19,2016,L
OR02409,Miller Dam,31.5,19,M-92,R-11007,Cert:83353 OR *,,"Bridge Creek, West & Spring Branch",6,WHEE,21,NC REGION,WM,12,S,20,E,10,44.54224014,-120.32483673,2014-09-29,2020,L
OR02427,"Mochettaz, D. Reservoir",18,22,M-28,R-1411,Cert:22434 OR *,,,2,YAMH,16,NW REGION,WM,4,S,5,W,16,45.22048187,-123.30928039,2009-03-24,2015,L
OR02435,Monitor Dam,23,26.5,M-65,R-6573,Cert:75522 OR *,,Trib to Butte Creek,2,CLAC,16,NW REGION,WM,5,S,1,W,24,45.11941146,-122.75559997,2012-02-02,2018,L
OR02446,Desert Park Dairy No. 1 (Lagoon),11,28,LG-43a,R-6644,Cert:56374 OR *,CAFO,Dairy Waste,2,MARI,16,NW REGION,WM,9,S,3,W,36,44.74901962,-122.99417877,2014-03-12,2020,L
OR02452,Morrow Dam,18,29,M-14,R-896,Cert:21132 OR *,,Pine Hollow 2,5,WASC,3,NC REGION,WM,4,S,12,E,4,45.25101089,-121.30242919,2013-10-18,2019,L
OR02466,Mt. Hood Community College Dam,58,25,K-27,R-13373,,,Kelly Creek,3,MULT,20,NW REGION,WM,1,S,3,E,2,45.51319122,-122.39652252,2014-01-13,2017,S
OR02467,Mt. JuneForest Products Log Pond,10,46,LP-71,,,,,2,LANE,2,NW REGION,WM,18,S,2,W,10,44.01911944,-122.91681111,2010-12-13,2017,L
OR02481,"Muhly, Allen Reservoir",24,15.5,M-94,R-8302,Cert:82949 OR *,,"Christensen Creek, Trib to",2,WASH,18,NW REGION,WM,1,S,3,W,34,45.43830108,-123.04871368,2013-01-29,2019,L
OR02485,"Mulkey, Gryland Reservoir",10,50,M-29,R-8167,Cert:62125 OR *,,Berry Creek,2,POLK,16,NW REGION,WM,10,S,5,W,2,44.72969818,-123.26847076,2013-10-14,2019,L
OR02490,Musher Reservoir,10,13.8,M-27,R-7548,Cert:74673 OR *,FEDERAL,"The Great Basin, Trib to",5,LAKE,12,SC REGION,WM,23,S,23,E,30,43.55395,-120.00763888,,,L
OR02510,Nault Reservoir,15,49,N-22,R-578,Cert:11284 OR *,,West Fork Sutton Creek,9,BAKE,8,E REGION,WM,11,S,40,E,1,44.63660049,-117.75746154,2015-12-05,2021,L
OR02511,Dragonfly Reservoir,28,38,D-43,,,,"Ash Swale, Trib to",2,YAMH,16,NW REGION,WM,5,S,4,W,22,45.12469863,-123.15962982,2012-05-26,2018,L
OR02513,Neighbors Reservoir,10,19.8,N-10,R-5604,Cert:39164 OR *,,Salt Creek,2,POLK,16,NW REGION,WM,6,S,5,W,21,45.02722167,-123.31343078,2010-06-11,2016,L
OR02514,Neil Reservoir,19,9.5,N-15,R-4558,Cert:35763 OR *,,"Turnbow Creek, Trib Long Tom River",2,LANE,2,NW REGION,WM,15,S,6,W,25,44.23585891,-123.35870361,2013-05-22,2019,L
OR02517,New Canyon Reservoir,15,12,N-14,R-7528,Cert:60138 OR *,FEDERAL,"South Fork Crooked River, Trib to",5,CROO,11,SC REGION,WM,20,S,21,E,36,43.78651809,-120.1405487,,,L
OR02523,Neward Reservoir #1 (Lower),20,43.5,N-3,R-6076,Cert:52092 RR *,,"Garrigus Creek, Trib to",2,WASH,18,NW REGION,WM,2,N,4,W,14,45.65927124,-123.14309692,2013-01-30,2019,L
OR02525,Ruddenklau Dam,18,84,R-42,R-14320,Permit: R  14320 *,,Unnamed Trib; Salt Creek,2,YAMH,16,NW REGION,WM,6,S,5,W,1,45.08584976,-123.23596191,2013-02-21,2019,L
OR02531,No Peek Reservoir,10,10,N-5,R-4159,Cert:51404 OR *,FEDERAL,Right Fork Piute Drainage,12,LAKE,10,E REGION,WM,41,S,26,E,3,42.04774856,-119.64131927,,,L
OR02532,Coquille Reservoir #1,20,15,R-6a,R-17,Cert:965 OR *,,South Fork Rink Creek,17,COOS,19,SW REGION,WM,28,S,12,W,4,43.17611,-124.13848,,,L
OR02538,Noble Canyon Reservoir,16,14,N-4a,R-2451,Cert:36371 OR *,,Noble Canyon Creek,14,KLAM,17,SC REGION,WM,39,S,13,E,32,42.14646148,-121.20516204,2010-11-05,2016,L
OR02539,Noble Reservoir 1,12,180,N-4b,R-2306,Cert:36373 OR *,,Noble Creek,14,KLAM,17,SC REGION,WM,39,S,13,E,32,42.14908981,-121.19566345,2011-11-01,2017,L
OR02550,North Fork #1 Reservoir,14,10,N-17,R-7569,Cert:60158 OR *,FEDERAL,"Sears Creek, Trib to",5,CROO,11,SC REGION,WM,20,S,21,E,21,43.82321166,-120.19918823,,,L
OR02556,North Reservoir,12.7,29.75,N-18,R-8344,Cert:66134 OR *,,,2,YAMH,16,NW REGION,WM,4,S,4,W,17,45.21736907,-123.21289825,2009-03-20,2015,L
OR02567,Nygren Reservoir,17,23,N-6,R-1563,Cert:28670 OR *,,Unnamed,15,JACK,13,SW REGION,WM,37,S,1,E,12,42.37086868,-122.64472961,2013-07-19,2019,L
OR02589,"Olson, Phillip 2-B",18,50,O-31,R-6642,Cert:51800 OR *,,"Ash Swale, Trib to",2,YAMH,16,NW REGION,WM,5,S,4,W,33,45.09136962,-123.19104766,2013-10-10,2019,L
OR02591,Opal Springs Hydro,16,31,O-29,,,FEDERAL,Crooked River,5,JEFF,11,SC REGION,WM,12,S,12,E,33,44.48960113,-121.29852294,,,L
OR02594,Opie Flat Reservoir,14,10,O-11,R-9655,Cert:58757 OR *,FEDERAL,"Warm Springs Creek, Trib to",10,HARN,10,E REGION,WM,23,S,36,E,33,43.52381944,-118.296775,,,L
OR02598,Oregon Lake Reservoir,10.8,37.2,O-5,R-7874,Cert:66723 OR *,FEDERAL,Oregon Lake Creek,11,MALH,9,E REGION,WM,37,S,48,E,27,42.33356857,-117.06955718,,,L
OR02604,Oscar Reservoir,11.5,30,O-8,R-7660,Cert:66315 OR *,FEDERAL,"Unnamed, Trib to Walls Lake",12,HARN,10,E REGION,WM,31,S,31,E,8,42.89714813,-119.09439086,,,L
OR02614,P & E,10,12.7,P-67,R-10906,Cert:84106 OR *,,"Antelope Creek,Trib to",13,LAKE,12,SC REGION,WM,39,S,18,E,9,42.19607925,-120.60128021,2011-07-05,2017,L
OR02635,Park Lumber Log Pond,10,29.4,LP-82,R-2112,Cert:29324 OR *,,Clackamas River,2,CLAC,20,NW REGION,WM,3,S,4,E,20,45.29344177,-122.34127807,2011-11-15,2017,L
OR02642,Patterson Reservoir No. 2 (Klamath),16,24,P-16b,R-2787,Cert:34899 OR *,,Unnamed Trib/Klamath River,14,KLAM,17,SC REGION,WM,41,S,8,E,5,42.02613067,-121.90055847,2011-01-18,2017,L
OR02665,"Peterson, Floyd",26.7,19,P-71,R-6577,Cert:53370 OR *,,"Abiqua Creek, Trib to",2,MARI,16,NW REGION,WM,7,S,1,W,1,44.99431991,-122.74504089,2014-10-27,2017,S
OR02666,Petrified,14.3,27,P-12,R-5173,Cert:63023 OR *,FEDERAL,"Cottonwood Creek, Tirb to",10,MALH,9,E REGION,WM,21,S,41,E,26,43.70841979,-117.66786956,,,L
OR02671,Peyralans Reservoir,23,12,P-23,R-1745,Cert:28128 OR *,,Butler Creek,2,MULT,20,NW REGION,WM,1,S,3,E,17,45.47846984,-122.4571228,2013-03-14,2016,S
OR02674,Pheasant Farm,12,40,P-52,R-7933,Cert:54218 OR *,,Trib to Soap Creek,2,BENT,16,NW REGION,WM,10,S,4,W,8,44.70761108,-123.20738983,2010-06-11,2016,L
OR02700,Plywood Products Reservoir,14.5,39,P-11,R-4137,Cert:33333 OR *,,Trib to Soap Creek,2,BENT,16,NW REGION,WM,10,S,4,W,8,44.71046066,-123.19590759,2010-06-22,2016,L
OR02710,San Juan Log Pond #1,10,17.3,LP-85,R-3287,Cert:36367 OR *,,John Day River,6,GRAN,4,NC REGION,WM,13,S,31,E,22,44.4200592,-118.97099304,2002-09-19,,L
OR02715,Bohemia Pond C,17,47,LP-91b,R-1204,Cert:20874 OR *,Uncertain,Culp Creek & Row River,2,LANE,2,NW REGION,WM,21,S,1,W,31,43.69861221,-122.84666442,,,L
OR02732,Powell Creek Reservoir (Baker),16,10,P-29,R-808,Cert:28763 OR *,,Powell Creek,9,BAKE,8,E REGION,WM,11,S,43,E,31,44.56111145,-117.4952774,2011-04-27,2017,L
OR02750,Qualey Reservoir 1,19.2,14,Q-1,R-3689,Cert:34701 OR *,,,2,MARI,16,NW REGION,WM,7,S,1,W,25,44.92715072,-122.75596618,2009-02-02,2015,L
OR02753,Quicksand,13,20,Q-2,R-5177,Cert:79809 CR *,FEDERAL,Long Creek,10,MALH,9,E REGION,WM,22,S,42,E,11,43.67823028,-117.55230712,,,L
